speaker,gender,region,height,word,vowel,duration,F1,F2,F3,f0
daw0,female,1,162.56,CARRY,AE,0.1,611.9,1884,2341,211.4
daw0,female,1,162.56,RAG,AE,0.21,847.6,1784.2,2514.1,183.2
daw0,female,1,162.56,THAT,AE,0.27,864.1,1750.2,2637.7,170.5
daw0,female,1,162.56,THIS,IH,0.1,511.2,1890.7,2724.9,239
daw0,female,1,162.56,HAS,AE,0.06,491.5,1763.9,2912.3,234.1
daw0,female,1,162.56,BEEN,IH,0.06,672.9,1754.7,2827.2,210.3
daw0,female,1,162.56,ATTRIBUTED,IH,0.07,448.5,1765,2678.2,223.9
daw0,female,1,162.56,HELIUM,IY,0.11,435.6,1894.1,2831.4,217
daw0,female,1,162.56,FILM,IH,0.1,582.5,1915.9,2727.1,209.8
daw0,female,1,162.56,FLOW,OW,0.19,738.5,1360.9,2628.2,194.8
daw0,female,1,162.56,VAPOR,EY,0.15,561.6,2116.7,2780.7,188.8
daw0,female,1,162.56,PRESSURE,EH,0.06,602.4,1772,2799.1,187.6
daw0,female,1,162.56,THERMOMETER,AA,0.11,758.5,1393.2,2873.4,172.7
daw0,female,1,162.56,RECEIVING,IY,0.11,457.5,2159.7,2772.2,231.8
daw0,female,1,162.56,NO,OW,0.11,722.4,1391.8,2883.8,214.1
daw0,female,1,162.56,ANSWER,AE,0.19,564.3,2286.2,2811.9,202.3
daw0,female,1,162.56,THEY,EY,0.08,480.6,2020.3,2699.6,95.2
daw0,female,1,162.56,SET,EH,0.09,593.1,1789.1,2788.9,188.4
daw0,female,1,162.56,AS,EH,0.13,719.6,1785,2698,221.6
daw0,female,1,162.56,FEET,IY,0.12,487,2298.5,2782.8,251.8
daw0,female,1,162.56,SLOWED,OW,0.25,665.7,1360.1,2569.6,208.6
daw0,female,1,162.56,HE,IY,0.07,408.3,2270.8,2698.4,204.7
daw0,female,1,162.56,FELT,EH,0.06,669,1355,2733.6,208.2
daw0,female,1,162.56,ASHAMED,EY,0.19,622.4,2304.5,2921.3,208.1
daw0,female,1,162.56,OF,AH,0.06,652.7,1588.1,2689.9,236.2
daw0,female,1,162.56,PANIC,AE,0.19,663.8,2112.7,2715.5,211.3
daw0,female,1,162.56,RESOLVED,AA,0.14,780.2,1596.4,2675.1,185.6
daw0,female,1,162.56,MAKE,EY,0.07,619.7,2115.6,2793,189.8
daw0,female,1,162.56,A,EY,0.06,476.1,2128.9,2690.5,98.5
daw0,female,1,162.56,STAND,AE,0.22,545.1,2324.8,2827.3,178.2
daw0,female,1,162.56,CYCLICAL,IH,0.07,500.6,1831.9,2743.3,251.3
daw0,female,1,162.56,PROGRAMS,OW,0.15,565.6,1281.5,2523.7,211.5
daw0,female,1,162.56,NEVER,EH,0.09,665.4,1700.2,2639.4,196.8
daw0,female,1,162.56,CLEAR,IH,0.1,520,1899.4,2453.3,236
daw0,female,1,162.56,PRONUNCIATION,EY,0.12,549,2055.2,2743.1,197.8
daw0,female,1,162.56,APPRECIATED,IY,0.09,389.4,2159.4,2699.8,187.3
daw0,female,1,162.56,STEVE,IY,0.12,505.7,2285.2,2783.2,245.9
daw0,female,1,162.56,COLLECTS,EH,0.1,577.4,1875.2,2767.5,194.2
daw0,female,1,162.56,RARE,EH,0.13,663.9,1958.8,2468.9,204.6
daw0,female,1,162.56,AND,AE,0.08,657.2,1931.5,2793.7,103.1
daw0,female,1,162.56,NOVEL,AA,0.14,815.9,1471.7,2605.8,186.8
daw0,female,1,162.56,A,EY,0.16,462,2247.7,2934.9,204.4
daw0,female,1,162.56,HUGE,UW,0.08,573.5,1935.1,2762,245.5
daw0,female,1,162.56,RARELY,EH,0.11,590.7,1831.8,2316.2,194
daw0,female,1,162.56,OCCURS,ER,0.21,616.3,1556.3,2007.4,177.4
daw0,female,1,162.56,ACADEMIC,EH,0.1,675,1816.2,2911.1,219.1
daw0,female,1,162.56,APTITUDE,AE,0.16,753.8,1795.7,2562.3,196.7
daw0,female,1,162.56,GUARANTEES,IY,0.15,399.2,2337.3,2682.8,199.5
daw0,female,1,162.56,YOUR,UH,0.04,369,1851.6,2725.3,197.4
daw0,female,1,162.56,DIPLOMA,OW,0.15,735.4,1241.9,2982,176.7
dml0,female,1,167.64,SHE,IY,0.11,456.6,2450.7,2972.7,224.2
dml0,female,1,167.64,HAD,AE,0.07,528.8,2218.8,2918.6,225.8
dml0,female,1,167.64,YOUR,UH,0.05,422.4,2167,2736.3,196.2
dml0,female,1,167.64,DARK,AA,0.11,780.2,1713.9,2454.8,197.7
dml0,female,1,167.64,SUIT,UW,0.18,403.5,1220.4,2801.3,204.6
dml0,female,1,167.64,GREASY,IY,0.09,412.7,2420.4,3009.9,203.5
dml0,female,1,167.64,WASH,AA,0.11,816.1,1479,2550.1,190.6
dml0,female,1,167.64,WATER,AO,0.13,767.8,1353.2,2703.2,185.3
dml0,female,1,167.64,ALL,AO,0.16,833.8,1206.6,2883.9,182.8
dml0,female,1,167.64,YEAR,IH,0.1,604.1,2050.6,2653.3,181.3
dml0,female,1,167.64,DON'T,OW,0.08,672.9,1520.7,2767.1,218.5
dml0,female,1,167.64,ASK,AE,0.09,798.5,1855.3,2942.4,226.9
dml0,female,1,167.64,ME,IY,0.05,477.4,1996.1,2788.5,217.6
dml0,female,1,167.64,CARRY,AE,0.11,727,1961.7,2602.7,206.4
dml0,female,1,167.64,AN,AE,0.05,684.5,2224.9,3026.2,193.1
dml0,female,1,167.64,RAG,AE,0.18,756.2,1866.7,2483.4,190.3
dml0,female,1,167.64,THAT,AE,0.21,875.2,1811.9,2779.7,173
dml0,female,1,167.64,RESPONSE,AA,0.14,833.9,1482.1,2852.9,233.5
dml0,female,1,167.64,REACTION,AE,0.11,739.5,1951.7,2702.6,102.4
dml0,female,1,167.64,DOMINATED,AA,0.12,853.4,1563.9,2801.8,202
dml0,female,1,167.64,A,EY,0.03,466.8,2162.9,2774.6,190.2
dml0,female,1,167.64,CONCERN,ER,0.07,755.6,1830.6,2664.5,195.7
dml0,female,1,167.64,WHAT,AH,0.05,620,1766.2,2753.7,185.2
dml0,female,1,167.64,VANISHING,AE,0.15,679.8,2367,2947.3,184.7
dml0,female,1,167.64,THEY,EY,0.12,472.3,2488.1,2985,226.8
dml0,female,1,167.64,USED,UW,0.06,438.8,1997.7,2731,222.4
dml0,female,1,167.64,PINK,IH,0.04,579,2444.9,2939.6,226.7
dml0,female,1,167.64,TAN,AE,0.22,649.6,2313.8,2876,208.5
dml0,female,1,167.64,OR,AO,0.08,622.5,1289.5,2507.1,0
dml0,female,1,167.64,CREAM,IY,0.12,469.1,2608.8,2964.4,199.3
dml0,female,1,167.64,FORGET,EH,0.14,687.8,1951.6,2835.8,225.1
dml0,female,1,167.64,ALL,AO,0.12,829.5,1355.1,2808.9,200.4
dml0,female,1,167.64,OTHER,AH,0.19,795.5,1556.2,2892.6,192.6
dml0,female,1,167.64,GOVERNMENT,AH,0.08,670.5,1456.9,2465.1,215.7
dml0,female,1,167.64,SOUGHT,AO,0.16,765.8,1618.4,2725.7,201.9
dml0,female,1,167.64,AUTHORIZATION,EY,0.1,447.5,2261.3,2877.8,197
dml0,female,1,167.64,OF,AH,0.05,702.2,1645.5,2794.1,191.6
dml0,female,1,167.64,CITIZENSHIP,IH,0.03,472.3,1820,3152,206.3
dml0,female,1,167.64,ATE,EY,0.16,431.3,2561.1,3031.1,212.8
dml0,female,1,167.64,EVERY,EH,0.08,631,1930,2647.7,210.6
dml0,female,1,167.64,ON,AA,0.13,865.2,1452.3,2921.9,196.5
dml0,female,1,167.64,NORA'S,AO,0.09,743.1,1316.4,2793,194.8
dml0,female,1,167.64,PLATE,EY,0.16,519.9,2383.4,2965.1,182.8
dml0,female,1,167.64,DID,IH,0.06,420.8,2055.4,2901.9,217.1
dml0,female,1,167.64,SHAWN,AO,0.13,811.1,1511.8,2977.6,218.6
dml0,female,1,167.64,CATCH,AE,0.12,754.2,1911,2741.5,208.1
dml0,female,1,167.64,THAT,AE,0.08,662.6,1682.4,2600.9,205
dml0,female,1,167.64,BIG,IH,0.09,448,2254.2,2847.1,205.2
dml0,female,1,167.64,GOOSE,UW,0.16,416.1,1272.9,2794.1,204.8
dml0,female,1,167.64,HELP,EH,0.05,768,1572.4,2646.8,193.6
dml0,female,1,167.64,TOOTHPASTE,UW,0.07,453.7,1871.5,2636.2,240.3
dml0,female,1,167.64,TUBE,UW,0.18,417.4,1470.4,2681.9,209.1
dml0,female,1,167.64,SHOULD,UH,0.03,374.4,1727.9,2831.4,204.6
dml0,female,1,167.64,SQUEEZED,IY,0.13,415.6,2343.6,2689.1,205.4
dml0,female,1,167.64,THE,AH,0.04,533.6,1286.7,2790,187.8
dml0,female,1,167.64,BOTTOM,AA,0.18,850.6,1459.3,2650.4,191
dml0,female,1,167.64,EAT,IY,0.12,475.3,2684.1,3176.8,220.3
dml0,female,1,167.64,YOUR,UH,0.03,467.9,1571.5,2314.7,229.8
dml0,female,1,167.64,RAISINS,EY,0.12,427.4,2380.9,2835.1,212.5
dml0,female,1,167.64,OUTDOORS,AO,0.12,577,1170.4,2470.1,200.2
dml0,female,1,167.64,ON,AA,0.06,780.8,1478.7,3007.3,195.5
dml0,female,1,167.64,THE,AH,0.03,504.4,1367.2,2861,193.6
dml0,female,1,167.64,PORCH,AO,0.07,626.3,1122.2,2577.1,199.5
dml0,female,1,167.64,STEPS,EH,0.13,731.2,1729.6,2712,180.7
ecd0,female,1,157.48,SHE,IY,0.11,588.6,2875.3,3297.8,290.4
ecd0,female,1,157.48,HAD,AE,0.14,848.7,2125.5,3007.2,220.7
ecd0,female,1,157.48,YOUR,AO,0.12,656,1225.5,2758.9,215
ecd0,female,1,157.48,DARK,AA,0.17,877.3,1297.5,2559.6,218.7
ecd0,female,1,157.48,SUIT,UW,0.17,438.2,2270.6,2948.2,214.2
ecd0,female,1,157.48,IN,IH,0.06,370.7,2488.2,3149.8,162.1
ecd0,female,1,157.48,GREASY,IY,0.06,446.1,2585.9,3027.9,226
ecd0,female,1,157.48,WASH,AA,0.12,903.2,1381.4,2825.9,199.6
ecd0,female,1,157.48,WATER,AO,0.15,815.3,1319.6,2826.5,186.7
ecd0,female,1,157.48,ALL,AO,0.17,868.1,1363.8,3044.2,197.5
ecd0,female,1,157.48,YEAR,IH,0.1,657.8,2034.1,2537.2,87.3
ecd0,female,1,157.48,DON'T,OW,0.18,963.7,1416.7,3127.6,251.4
ecd0,female,1,157.48,ASK,AE,0.18,1005.3,2016.6,3114.4,227
ecd0,female,1,157.48,ME,IY,0.07,486.7,2690,3209,201.6
ecd0,female,1,157.48,CARRY,AE,0.05,737.6,1874.9,2234.9,213.2
ecd0,female,1,157.48,RAG,AE,0.16,858,2056.7,2896.4,193.2
ecd0,female,1,157.48,THAT,AE,0.26,953.8,1896,2955.2,177
ecd0,female,1,157.48,PERSONAL,ER,0.1,712.2,1761.1,2042.5,294.6
ecd0,female,1,157.48,PREDISPOSITIONS,IH,0.06,546.3,2242.3,3180,222.8
ecd0,female,1,157.48,TEND,EH,0.08,856.6,2153.4,3357.4,234
ecd0,female,1,157.48,BLUNT,AH,0.11,775.7,1816.6,2919.7,225.8
ecd0,female,1,157.48,EAR,IH,0.12,765.6,1986,2827.3,190.9
ecd0,female,1,157.48,AND,AE,0.15,729.8,2521.3,3317.3,212.8
ecd0,female,1,157.48,TURN,ER,0.12,687.6,1851.1,2299.5,219.1
ecd0,female,1,157.48,THE,AH,0.04,518.8,1246,3010.9,206
ecd0,female,1,157.48,AS,AE,0.1,628.3,2178.9,3130.2,0
ecd0,female,1,157.48,WELL,EH,0.09,829,1684.8,2819,181.8
ecd0,female,1,157.48,THE,AH,0.05,526.8,2415.6,3126.5,222.8
ecd0,female,1,157.48,KID,IH,0.21,708.1,2301.3,3119.6,243.2
ecd0,female,1,157.48,HAS,AE,0.12,790.7,2049.5,2949.1,210.4
ecd0,female,1,157.48,NO,OW,0.15,708.8,1393.6,3055.5,202.8
ecd0,female,1,157.48,MANNERS,AE,0.12,703.8,2415.8,3095.3,205.2
ecd0,female,1,157.48,WE,IY,0.06,536.1,2570.4,3105.5,260.7
ecd0,female,1,157.48,HAVE,AE,0.05,747.4,2159.3,3037.7,251.1
ecd0,female,1,157.48,BECOME,AH,0.09,857.9,1549.5,2855.9,221.9
ecd0,female,1,157.48,AMATEUR,AE,0.17,724.2,2529.2,3060.4,219.9
ecd0,female,1,157.48,INSURANCE,UH,0.03,807.2,1811.8,2165.7,228.7
ecd0,female,1,157.48,EXPERTS,EH,0.06,729.2,2160.5,2811.5,210.4
ecd0,female,1,157.48,AND,AE,0.09,723.6,2439.4,3341.1,209.6
ecd0,female,1,157.48,FEATHERED,EH,0.12,747.1,1901.6,2856.7,211.1
ecd0,female,1,157.48,YARD,AA,0.1,891.8,1594.3,2410.1,204.9
ecd0,female,1,157.48,BIRDS,ER,0.21,644.5,1594.7,1984.8,183
ecd0,female,1,157.48,DRUNKARD,AH,0.07,902.6,1769.2,3000.7,260.5
ecd0,female,1,157.48,IS,IH,0.06,438.1,2301.7,3119.2,0
ecd0,female,1,157.48,SOCIAL,OW,0.09,718.2,1472.6,3183,226.4
ecd0,female,1,157.48,READING,IY,0.09,518.4,2662.3,3025.5,257.4
ecd0,female,1,157.48,POOR,UH,0.07,705.9,1185.7,2583.4,238.6
ecd0,female,1,157.48,GIVES,IH,0.06,506.7,2106.1,2750.5,206.3
ecd0,female,1,157.48,YOU,UW,0.09,491.1,1076.6,2912,194.2
ecd0,female,1,157.48,DARK,AA,0.18,873.8,1392.1,2707.8,223.6
ecd0,female,1,157.48,MURKY,ER,0.1,669.2,1781,2098.2,222.8
ecd0,female,1,157.48,LAGOON,UW,0.2,686.6,2003.7,3148,205.8
ecd0,female,1,157.48,CRAB,AE,0.18,980.7,2067.1,3005.8,259.8
ecd0,female,1,157.48,CHALLENGED,AE,0.12,966.1,2074.8,2996.2,235.1
ecd0,female,1,157.48,ME,IY,0.19,672.8,2690.4,3191.2,160.7
ecd0,female,1,157.48,BUT,AH,0.06,676.3,2091.1,3097.9,210.2
ecd0,female,1,157.48,A,EY,0.13,604.4,2663.9,3344.2,198.2
ecd0,female,1,157.48,QUICK,IH,0.07,605.2,2420.6,2841.7,252.3
ecd0,female,1,157.48,STAB,AE,0.22,974.4,2163.3,2986.6,200.4
ecd0,female,1,157.48,VANQUISHED,AE,0.15,696.8,2538.5,3189.5,202
ecd0,female,1,157.48,UPGRADE,AH,0.12,1047.3,1766.7,3053.2,244.9
ecd0,female,1,157.48,UPGRADE,EY,0.12,603,2543.2,3054.3,240.8
ecd0,female,1,157.48,YOUR,UH,0.04,650.3,1790.1,2162.7,207.5
ecd0,female,1,157.48,STATUS,AE,0.2,1041.8,2079.9,3106.6,224.3
ecd0,female,1,157.48,REFLECT,EH,0.06,772,2123.6,2778.7,221.5
ecd0,female,1,157.48,YOUR,UH,0.05,565.8,1614.1,1974.6,189.5
ecd0,female,1,157.48,WEALTH,EH,0.06,791.5,1736.6,2984.4,202.5
etb0,female,1,152.4,SHE,IY,0.1,480.3,2800.9,3296,244.3
etb0,female,1,152.4,HAD,AE,0.12,850.7,2102.5,2998.4,244.8
etb0,female,1,152.4,YOUR,UH,0.04,472.2,2197.7,3029.5,227.9
etb0,female,1,152.4,DARK,AA,0.14,1042.9,1874,2623.5,220.3
etb0,female,1,152.4,SUIT,UW,0.15,441.2,1306.7,3102.4,221
etb0,female,1,152.4,GREASY,IY,0.1,468.5,2674.8,3112.3,225.6
etb0,female,1,152.4,WASH,AA,0.12,861.2,1370.5,2636,216.1
etb0,female,1,152.4,WATER,AO,0.1,850.4,1585.3,2601.7,204.6
etb0,female,1,152.4,ALL,AO,0.11,881.8,1370.4,2777.4,205.5
etb0,female,1,152.4,YEAR,IH,0.05,636.5,2112.4,2636.3,198.1
etb0,female,1,152.4,DON'T,OW,0.1,675.6,1264.5,3066.9,251
etb0,female,1,152.4,ASK,AE,0.15,848.9,1856.1,2662.2,237.3
etb0,female,1,152.4,ME,IY,0.11,438.7,2785.7,3131.5,253.8
etb0,female,1,152.4,CARRY,AE,0.17,877.2,1829.5,2490.6,225.5
etb0,female,1,152.4,RAG,AE,0.18,860.7,1960.1,2780.1,209.3
etb0,female,1,152.4,THAT,AE,0.12,831.8,1940.6,2898,195.5
etb0,female,1,152.4,CHANGE,EY,0.17,594.3,2929.9,3428.3,254.2
etb0,female,1,152.4,INVOLVES,AA,0.17,989.5,1375.2,2943.7,213
etb0,female,1,152.4,DISPLACEMENT,EY,0.11,460.2,2618.5,3241,230.6
etb0,female,1,152.4,OF,AH,0.05,675.1,1443.3,2916,216.1
etb0,female,1,152.4,FORM,AO,0.18,629.4,1033.8,3197.2,204.6
etb0,female,1,152.4,WOMEN,IH,0.06,537.9,1858.7,2920.9,249.9
etb0,female,1,152.4,DIDN'T,IH,0.07,490,2383.5,3268.4,244
etb0,female,1,152.4,USE,UW,0.08,461.1,1746.3,3159.1,232.8
etb0,female,1,152.4,FACE,EY,0.15,452.7,2721.8,3162.4,227.3
etb0,female,1,152.4,HE,IY,0.06,399.3,1743.2,2792.1,199
etb0,female,1,152.4,RECALLED,AO,0.17,830.7,1358.4,3052.4,192.8
etb0,female,1,152.4,TOLL,OW,0.08,684.1,1232,3106.7,262.4
etb0,female,1,152.4,RATES,EY,0.22,465.4,2661.9,3195.5,216
etb0,female,1,152.4,ALSO,AO,0.13,832.7,1238.3,3105.2,226.8
etb0,female,1,152.4,HELPING,EH,0.03,776.2,1397.8,3123.3,229.8
etb0,female,1,152.4,BOOST,UW,0.12,466.5,1153.8,3157.3,228.4
etb0,female,1,152.4,REVENUES,EH,0.09,708.1,1915.9,2701,215.6
etb0,female,1,152.4,DRUNKARD,AH,0.07,702.1,1403.3,3188,231.1
etb0,female,1,152.4,IS,IH,0.08,451.5,2239.2,3188.9,228.8
etb0,female,1,152.4,A,EY,0.07,438.3,2437.4,3087.3,213.2
etb0,female,1,152.4,SOCIAL,OW,0.11,579.8,1203.8,3053.6,224.3
etb0,female,1,152.4,READING,IY,0.13,407,2966.5,3409.9,247.7
etb0,female,1,152.4,IN,IH,0.06,614.4,2337.2,3209.1,249.8
etb0,female,1,152.4,POOR,UH,0.06,612.9,1119,2859.7,240.6
etb0,female,1,152.4,GIVES,IH,0.05,462.8,2253.4,3049.2,232.1
etb0,female,1,152.4,YOU,UW,0.07,488.2,1215.5,3008.2,225.1
etb0,female,1,152.4,DARK,AA,0.17,1066,1828.9,2664.5,219.5
etb0,female,1,152.4,MURKY,ER,0.1,734.2,1615.5,2277.2,230.6
etb0,female,1,152.4,LAGOON,UW,0.25,644.5,1137.2,3244.9,226.2
etb0,female,1,152.4,A,EY,0.1,462.8,2849.3,3178.9,236.5
etb0,female,1,152.4,CRAB,AE,0.16,925.6,1940.2,2839,253.1
etb0,female,1,152.4,CHALLENGED,AE,0.1,893.6,1829.1,2738.5,239.2
etb0,female,1,152.4,ME,IY,0.29,488.2,2971.5,3243.7,243
etb0,female,1,152.4,BUT,AH,0.04,630.1,1913.5,2972.4,226.2
etb0,female,1,152.4,A,EY,0.1,445.9,2677.7,3151.2,214.9
etb0,female,1,152.4,QUICK,IH,0.07,512.1,2265.8,2908.3,242.5
etb0,female,1,152.4,STAB,AE,0.23,831.3,1953.8,2822.4,228
etb0,female,1,152.4,VANQUISHED,AE,0.05,662.1,2280.7,3120.6,223.5
etb0,female,1,152.4,HIM,IH,0.11,612.2,2037.6,3164.9,203
etb0,female,1,152.4,UPGRADE,AH,0.13,901.8,1584,2810.5,250.9
etb0,female,1,152.4,UPGRADE,EY,0.14,545.7,2723.9,3195.7,265.1
etb0,female,1,152.4,YOUR,UH,0.04,578.6,2007.6,2916,233.9
etb0,female,1,152.4,STATUS,AE,0.18,862.7,2002.5,2888.6,233.2
etb0,female,1,152.4,TO,UW,0.06,452.6,1695.7,2741.7,232.9
etb0,female,1,152.4,REFLECT,EH,0.07,673.6,1948.4,2860.9,232.8
etb0,female,1,152.4,YOUR,UH,0.04,602.9,1446.7,2685.6,227.4
etb0,female,1,152.4,WEALTH,EH,0.07,777.7,1589.7,2750.2,201.7
jsp0,female,1,160.02,SHE,IY,0.1,374,2874.7,3239.4,302.5
jsp0,female,1,160.02,HAD,AE,0.16,903,2038.8,3012.1,290.7
jsp0,female,1,160.02,YOUR,UH,0.05,430.1,2034.9,2617.7,210.5
jsp0,female,1,160.02,DARK,AA,0.15,843.9,1325.6,2608.4,219.3
jsp0,female,1,160.02,SUIT,UW,0.14,951.6,1022.2,3222.4,282.9
jsp0,female,1,160.02,IN,IH,0.05,517.5,2090.3,3125.9,0
jsp0,female,1,160.02,GREASY,IY,0.09,499.7,2551.4,3234.4,268.7
jsp0,female,1,160.02,WASH,AA,0.06,801.6,1495.4,2680.9,250.5
jsp0,female,1,160.02,WATER,AO,0.05,714.4,1192.7,2760.7,193.7
jsp0,female,1,160.02,ALL,AO,0.07,689.6,1030.9,3156.7,202.7
jsp0,female,1,160.02,YEAR,IH,0.07,567,2020.1,2508.9,172.9
