speaker	gender	file	t	word	vowel	stress	duration	f1	f2	f3	f0
fapb0	female	si1063	2.6075	HIM	IH	1	0.0700	631.6	2017.8	2795.7	190.7
fapb0	female	si1063	2.9975	TO	IH	0	0.0700	589.5	2084.0	2862.6	196.1
fapb0	female	si1063	3.1625	HESITATE	EH	1	0.0400	548.1	1902.4	2869.2	189.2
fapb0	female	si1063	3.3175	HESITATE	AH	0	0.0300	476.3	1884.2	2986.9	175.0
fapb0	female	si1063	3.5675	HESITATE	EY	2	0.2100	587.7	2293.1	2933.7	149.9
fapb0	female	si1693	0.1725	IT	IH	1	0.1200	479.1	2026.6	2939.6	208.9
fapb0	female	si1693	0.4225	WAS	AH	0	0.0400	536.6	1975.0	3102.5	185.5
fapb0	female	si1693	0.7175	AWKWARD	AA	1	0.2500	646.9	1060.2	2836.5	206.2
fapb0	female	si1693	1.0675	AWKWARD	ER	0	0.0300	466.0	1783.1	3044.5	104.5
fapb0	female	si1693	1.7575	VERY	EH	1	0.2100	647.0	2008.0	2696.9	201.2
fapb0	female	si1693	2.0075	VERY	IY	0	0.1100	417.8	2176.2	2626.5	217.9
fapb0	female	si1693	2.1725	AWKWARD	AA	1	0.2200	630.5	1065.0	2829.8	92.2
fapb0	female	si1693	2.5225	AWKWARD	ER	0	0.0800	463.5	1940.9	3176.8	67.4
fapb0	female	si2323	0.2225	WHEN	EH	1	0.0600	543.4	1171.5	2768.8	202.8
fapb0	female	si2323	0.3875	WE	IY	1	0.1100	419.9	2187.0	2865.5	201.6
fapb0	female	si2323	0.5725	LEFT	EH	1	0.1000	650.2	1714.3	2904.6	202.6
fapb0	female	si2323	0.9175	WASHINGTON	AA	1	0.1500	750.1	1265.5	2523.2	208.2
fapb0	female	si2323	1.1575	WASHINGTON	IH	0	0.0500	440.1	1585.1	2327.3	108.7
fapb0	female	si2323	1.3325	WASHINGTON	AH	0	0.0400	401.2	1935.5	2790.6	208.9
fapb0	female	si2323	1.5975	HIS	IH	1	0.0900	446.1	2095.5	2803.9	191.3
fapb0	female	si2323	1.8875	SON	AH	1	0.0900	741.5	1690.3	2946.5	200.1
fapb0	female	si2323	2.3025	TAD	AE	1	0.3000	778.7	1821.0	2776.7	187.4
fapb0	female	si2323	2.6675	WAS	AH	0	0.0500	426.9	1859.1	2946.4	185.7
fapb0	female	si2323	2.8425	ILL	IH	1	0.1200	516.6	1984.1	2799.3	0.0
fapb0	female	si2323	3.2175	AND	AE	1	0.1900	762.3	1941.7	2857.3	69.3
fapb0	female	si2323	3.4575	MRS	IH	1	0.0500	436.6	1991.5	2948.8	197.0
fapb0	female	si2323	3.6475	MRS	AH	0	0.0300	411.5	1876.8	2903.4	197.3
fapb0	female	si2323	3.9725	LINCOLN	IH	1	0.0400	653.1	2148.0	3045.6	202.9
fapb0	female	si2323	4.2275	LINCOLN	AH	0	0.1300	670.3	2145.9	2861.0	185.8
fapb0	female	si2323	4.7325	HYSTERICAL	IH	2	0.0400	400.1	1943.0	2933.7	194.5
fapb0	female	si2323	4.9825	HYSTERICAL	EH	1	0.1200	655.8	1784.7	2817.5	193.1
fapb0	female	si2323	5.1675	HYSTERICAL	IH	0	0.0300	473.5	1529.1	2919.5	166.2
fapb0	female	si2323	5.3375	HYSTERICAL	AH	0	0.0700	700.7	1179.5	2709.7	99.4
fapb0	female	sx163	0.2325	THEY	EY	1	0.1200	549.3	2011.2	2818.5	193.3
fapb0	female	sx163	0.3675	REMAINED	IY	0	0.0700	513.0	2355.9	2631.0	194.4
fapb0	female	sx163	0.5925	REMAINED	EY	1	0.1400	706.8	2264.3	3043.5	189.5
fapb0	female	sx163	1.0375	LIFELONG	AY	1	0.1300	768.5	1833.3	2918.4	182.9
fapb0	female	sx163	1.3475	LIFELONG	AO	1	0.0500	684.4	1180.7	3160.6	198.4
fapb0	female	sx163	1.7225	FRIENDS	EH	1	0.1000	732.1	2008.1	2873.3	191.5
fapb0	female	sx163	2.0675	AND	AE	1	0.1300	757.4	1983.3	2940.6	0.0
fapb0	female	sx163	2.3125	COMPANIONS	AH	0	0.0400	400.1	2217.5	3320.6	197.0
fapb0	female	sx163	2.5625	COMPANIONS	AE	1	0.1200	729.0	2080.2	2951.2	179.6
fapb0	female	sx163	2.7575	COMPANIONS	AH	0	0.0300	424.5	1934.8	3103.6	166.6
fapb0	female	sx253	0.2375	BY	AY	1	0.1700	787.1	1797.2	2688.1	186.5
fapb0	female	sx253	0.4225	EATING	IY	1	0.2000	405.8	2541.7	3489.7	176.7
fapb0	female	sx253	0.6175	EATING	IH	0	0.0700	456.1	2553.5	3301.1	209.9
fapb0	female	sx253	0.9325	YOGURT	OW	1	0.1600	658.1	1364.8	2761.4	194.4
fapb0	female	sx253	1.1675	YOGURT	ER	0	0.1500	559.8	1772.7	2371.0	172.9
fapb0	female	sx253	1.8175	YOU	UW	1	0.0500	383.1	1741.3	2510.9	188.8
fapb0	female	sx253	2.0525	MAY	EY	1	0.1600	552.3	2363.9	2893.5	177.7
fapb0	female	sx253	2.2875	LIVE	IH	1	0.0900	486.2	1716.1	2929.5	194.5
fapb0	female	sx253	2.5475	LONGER	AO	1	0.0700	685.6	1067.5	3285.3	171.6
fapb0	female	sx253	2.8075	LONGER	ER	0	0.1300	701.1	1488.1	2132.6	82.2
fapb0	female	sx343	0.2175	THE	AH	0	0.0300	499.1	1741.2	2690.1	179.4
fapb0	female	sx343	0.5375	FRIGHTENED	AY	1	0.1100	677.4	1928.7	2503.8	201.4
fapb0	female	sx343	0.6875	FRIGHTENED	AH	0	0.0900	417.3	2181.3	3319.2	211.3
fapb0	female	sx343	1.0375	CHILD	AY	1	0.1900	806.0	1468.2	2522.6	186.6
fapb0	female	sx343	1.3525	WAS	AH	0	0.0400	394.4	2186.7	3200.2	173.3
fapb0	female	sx343	1.6675	GENTLY	EH	1	0.1100	719.9	1875.0	3102.4	200.6
fapb0	female	sx343	1.8875	GENTLY	IY	0	0.0900	404.0	2271.9	2997.8	202.9
fapb0	female	sx343	2.1325	SUBDUED	AH	0	0.0600	469.8	1392.4	2730.5	186.3
fapb0	female	sx343	2.4175	SUBDUED	UW	1	0.1700	404.5	2080.1	2691.2	193.9
fapb0	female	sx343	2.7925	BY	AY	1	0.1800	706.0	1973.9	2614.3	170.1
fapb0	female	sx343	3.0075	HIS	IH	1	0.0500	400.1	2042.3	2878.7	189.0
fapb0	female	sx343	3.2675	BIG	IH	1	0.0700	425.0	2268.0	2873.2	191.8
fapb0	female	sx343	3.6175	BROTHER	AH	1	0.0900	477.2	1435.0	2726.6	161.1
fapb0	female	sx343	3.7675	BROTHER	ER	0	0.1100	725.5	1659.5	2344.9	65.1
fapb0	female	sx433	0.2175	THE	IY	0	0.1500	456.1	2365.3	2844.2	177.3
fapb0	female	sx433	0.3725	OVERWEIGHT	OW	2	0.1600	605.5	1189.7	2831.7	184.4
fapb0	female	sx433	0.5525	OVERWEIGHT	ER	0	0.0400	455.0	1038.2	2849.7	213.9
fapb0	female	sx433	0.8025	OVERWEIGHT	EY	1	0.1400	574.3	2260.3	2669.2	186.7
fapb0	female	sx433	1.1725	CHARMER	AA	1	0.1600	820.5	1300.0	2605.8	183.3
fapb0	female	sx433	1.4325	CHARMER	ER	0	0.1200	494.4	1401.0	2693.4	181.1
fapb0	female	sx433	1.6775	COULD	UH	1	0.0700	545.5	1868.7	2833.9	178.0
fapb0	female	sx433	2.0475	SLIP	IH	1	0.0500	500.5	1407.9	2909.6	200.3
fapb0	female	sx433	2.3625	POISON	OY	1	0.1800	652.8	1431.1	2660.6	189.3
fapb0	female	sx433	2.5975	POISON	AH	0	0.0500	458.0	1983.0	2913.7	193.4
fapb0	female	sx433	2.7825	INTO	IH	2	0.1200	604.0	2190.6	3021.6	122.0
fapb0	female	sx433	3.1525	INTO	AH	0	0.1600	520.7	1565.5	2887.3	130.1
fapb0	female	sx433	3.2875	ANYONE'S	EH	1	0.1100	643.4	2067.4	2972.1	189.7
fapb0	female	sx433	3.4425	ANYONE'S	IY	0	0.1200	463.5	2520.5	2940.5	198.9
fapb0	female	sx433	3.6375	ANYONE'S	AH	2	0.0500	726.9	1754.5	3017.9	182.6
fapb0	female	sx433	4.1125	TEA	IY	1	0.2400	430.2	2583.2	2966.5	159.5
fapb0	female	sx73	0.3075	CLIFF'S	IH	1	0.0900	514.3	1884.8	2978.5	218.2
fapb0	female	sx73	0.7075	DISPLAY	IH	2	0.0500	421.9	1864.9	2886.9	207.8
fapb0	female	sx73	1.1875	DISPLAY	EY	1	0.2100	584.2	1960.6	2806.5	191.2
fapb0	female	sx73	1.4875	WAS	AH	0	0.0300	423.3	1811.4	2853.1	193.3
fapb0	female	sx73	1.7975	MISPLACED	IH	2	0.0300	492.1	1928.3	2927.6	191.8
fapb0	female	sx73	2.2025	MISPLACED	EY	1	0.1200	554.9	2228.6	2972.2	190.5
fapb0	female	sx73	2.5575	ON	AA	1	0.2500	792.5	1233.4	2739.6	199.3
fapb0	female	sx73	2.8775	THE	AH	0	0.0300	427.5	1816.6	2955.1	184.3
fapb0	female	sx73	3.2875	SCREEN	IY	1	0.1500	368.1	2404.6	2968.9	175.6
fbch0	female	sa1	0.3075	SHE	IY	1	0.0700	490.3	2490.6	3197.6	249.7
fbch0	female	sa1	0.4575	HAD	AE	1	0.1100	746.4	2090.1	3174.0	240.4
fbch0	female	sa1	0.6725	YOUR	UH	1	0.0400	457.4	1989.0	2515.2	213.7
fbch0	female	sa1	0.8425	DARK	AA	1	0.0800	801.5	1628.9	2450.5	226.2
fbch0	female	sa1	1.3075	SUIT	UW	1	0.1700	449.6	2237.6	2876.7	224.6
fbch0	female	sa1	1.4525	IN	IH	1	0.0400	606.8	2086.9	2779.9	203.1
fbch0	female	sa1	1.7225	GREASY	IY	1	0.0600	488.2	2336.9	2899.0	241.5
fbch0	female	sa1	1.9575	GREASY	IY	0	0.0700	516.8	1874.3	2794.4	252.3
fbch0	female	sa1	2.1775	WASH	AA	1	0.1500	705.9	1271.9	2722.7	212.1
fbch0	female	sa1	2.5425	WATER	AO	1	0.1600	679.4	1373.8	2738.2	196.0
fbch0	female	sa1	2.7325	WATER	ER	0	0.1400	606.4	1413.1	2332.6	193.9
fbch0	female	sa1	2.8925	ALL	AO	1	0.1800	669.3	1165.2	2997.2	197.4
fbch0	female	sa1	3.3125	YEAR	IH	1	0.1600	608.4	1932.8	2546.9	174.9
fbch0	female	sa2	0.3625	DON'T	OW	1	0.1200	829.5	1820.4	2783.5	273.6
fbch0	female	sa2	0.5675	ASK	AE	1	0.1500	902.6	1902.7	2777.7	253.7
fbch0	female	sa2	0.9575	ME	IY	1	0.1100	498.1	2575.4	3206.9	234.0
fbch0	female	sa2	1.1225	TO	IH	0	0.0400	1173.1	2435.7	2994.4	225.5
fbch0	female	sa2	1.3025	CARRY	AE	1	0.0600	642.0	1799.9	2224.5	244.1
fbch0	female	sa2	1.4325	CARRY	IY	0	0.0800	553.2	2303.8	2913.7	225.3
fbch0	female	sa2	1.4975	AN	AE	1	0.0500	662.0	2158.2	2865.3	218.3
fbch0	female	sa2	1.6825	OILY	OY	1	0.1600	672.5	1801.3	2720.4	226.8
fbch0	female	sa2	1.8775	OILY	IY	0	0.0900	464.4	2173.2	2900.8	222.8
fbch0	female	sa2	2.0975	RAG	AE	1	0.1500	856.6	1950.9	2689.6	208.7
fbch0	female	sa2	2.3125	LIKE	AY	1	0.0800	629.9	1982.6	2892.7	194.3
fbch0	female	sa2	2.5925	THAT	AE	1	0.2200	978.5	1905.4	2810.9	185.4
fbch0	female	si1586	0.2075	YOUR	UH	1	0.0300	485.4	1779.0	2279.0	237.1
fbch0	female	si1586	0.3925	VOICE	OY	1	0.1200	649.8	1771.4	2640.4	272.2
fbch0	female	si1586	0.6175	IS	IH	1	0.0300	512.8	1752.0	2962.4	254.1
fbch0	female	si1586	0.8275	DELIGHTFUL	AH	0	0.0500	537.4	1363.5	3093.5	233.3
fbch0	female	si1586	1.0175	DELIGHTFUL	AY	1	0.1300	667.5	2181.4	2936.0	248.0
fbch0	female	si1586	1.2625	DELIGHTFUL	AH	0	0.0400	631.5	1126.7	3162.5	198.0
fbch0	female	si1586	1.4875	HE	IY	1	0.0900	467.4	2479.4	3089.3	199.6
fbch0	female	si1586	1.5625	APPROVED	AH	0	0.0600	382.6	1680.5	3095.3	192.8
fbch0	female	si1586	1.8325	APPROVED	UW	1	0.1000	484.4	2007.0	2946.1	199.7
fbch0	female	si1586	2.1125	WITH	AH	0	0.0400	570.7	1706.2	2949.4	194.3
fbch0	female	si1586	2.2125	A	AH	0	0.0400	543.6	1075.8	2892.1	191.1
fbch0	female	si1586	2.3825	WARM	AO	1	0.0800	723.3	1225.3	2506.8	191.2
fbch0	female	si1586	2.8625	SMILE	AY	1	0.2200	832.0	1527.1	2825.7	187.8
fbch0	female	si956	0.2525	TURBULENT	ER	1	0.1000	708.7	1945.9	2740.6	280.7
fbch0	female	si956	0.4175	TURBULENT	AH	0	0.0300	636.8	1697.0	3019.7	312.8
fbch0	female	si956	0.5425	TURBULENT	AH	0	0.0600	699.2	1873.1	3279.1	303.3
fbch0	female	si956	0.8725	TIDES	AY	1	0.2800	855.6	1477.9	2541.7	234.2
fbch0	female	si956	1.2575	ROSE	OW	1	0.0300	595.9	1820.1	2708.1	225.9
fbch0	female	si956	1.3975	AS	EH	1	0.0300	463.6	1683.2	2903.6	229.0
fbch0	female	si956	1.6375	MUCH	AH	1	0.1100	739.7	1892.1	2734.3	223.1
fbch0	female	si956	1.8175	AS	EH	1	0.0300	478.5	1799.4	3004.4	225.0
fbch0	female	si956	2.0725	FIFTY	IH	1	0.0600	559.5	2043.5	2974.5	240.6
fbch0	female	si956	2.2925	FIFTY	IY	0	0.0600	473.8	2532.2	3026.0	246.6
fbch0	female	si956	2.5325	FEET	IY	1	0.2000	389.6	2679.2	3343.9	100.5
fbch0	female	si959	0.3275	SOMETIMES	AH	1	0.0700	829.0	1746.3	3205.2	266.1
fbch0	female	si959	0.6275	SOMETIMES	AY	2	0.1700	809.7	1746.5	2740.2	236.7
fbch0	female	si959	1.1825	SOLDIERS	OW	1	0.1000	700.1	1363.1	3275.4	242.1
fbch0	female	si959	1.4125	SOLDIERS	ER	0	0.0600	549.8	1878.3	2828.4	264.8
fbch0	female	si959	1.7525	WROTE	OW	1	0.1600	713.0	1816.9	2910.0	234.3
fbch0	female	si959	2.0225	LETTERS	EH	1	0.1200	828.4	1824.2	2792.2	219.9
fbch0	female	si959	2.1775	LETTERS	ER	0	0.1100	619.9	1837.5	2385.1	204.9
fbch0	female	si959	2.5075	WHILE	AY	1	0.0900	822.9	1423.1	2850.6	205.7
fbch0	female	si959	2.6775	BULLETS	UH	1	0.0300	632.8	1174.4	3185.8	214.4
fbch0	female	si959	2.8425	BULLETS	AH	0	0.0400	488.2	1503.4	3101.1	215.3
fbch0	female	si959	3.0825	WERE	ER	0	0.0600	590.4	1382.3	2368.9	207.3
fbch0	female	si959	3.2475	WHIZZING	IH	1	0.0500	556.5	2017.3	2953.1	222.9
fbch0	female	si959	3.4025	WHIZZING	IH	0	0.0400	529.2	2151.5	2913.3	243.7
fbch0	female	si959	3.5075	ABOUT	AH	0	0.0500	664.4	1663.6	2758.8	232.2
fbch0	female	si959	3.6575	ABOUT	AW	1	0.1300	864.3	1864.8	2866.1	205.8
fbch0	female	si959	3.8925	THEIR	EH	1	0.0800	721.3	1980.3	2704.3	206.4
fbch0	female	si959	4.2075	HEADS	EH	1	0.1900	758.9	1890.1	2994.4	177.5
fbch0	female	sx146	0.7275	CYCLICAL	IH	1	0.0500	539.2	2114.0	2752.3	277.4
fbch0	female	sx146	0.9225	CYCLICAL	IH	0	0.0400	1169.1	1673.4	3070.4	126.3
fbch0	female	sx146	1.0725	CYCLICAL	AH	0	0.1000	604.7	1248.3	2888.4	256.7
fbch0	female	sx146	1.3525	PROGRAMS	OW	1	0.0800	492.5	1327.3	2692.7	244.0
fbch0	female	sx146	1.4925	PROGRAMS	AE	2	0.0400	653.0	1934.8	3417.1	236.3
fbch0	female	sx146	1.7875	WILL	AH	0	0.0300	629.5	1241.2	3399.9	211.7
fbch0	female	sx146	1.9175	NEVER	EH	1	0.1100	749.5	1804.6	3024.7	217.9
fbch0	female	sx146	2.0675	NEVER	ER	0	0.0900	573.6	1531.3	2050.0	221.9
fbch0	female	sx146	2.2175	COMPILE	AH	0	0.0300	430.9	1384.4	2779.5	222.7
fbch0	female	sx146	2.4975	COMPILE	AY	1	0.2500	910.5	1341.1	2532.7	191.4
fbch0	female	sx236	0.4175	CLEAR	IH	1	0.1300	525.9	2147.0	2749.7	264.9
fbch0	female	sx236	0.6475	PRONUNCIATION	AH	0	0.0300	581.7	1826.6	2774.4	255.6
fbch0	female	sx236	0.7425	PRONUNCIATION	AH	2	0.0600	725.7	1790.5	3156.7	245.0
fbch0	female	sx236	0.9775	PRONUNCIATION	IY	0	0.0300	485.6	2415.0	3067.1	244.9
fbch0	female	sx236	1.0425	PRONUNCIATION	EY	1	0.1000	545.5	2391.3	3030.3	222.0
fbch0	female	sx236	1.2675	PRONUNCIATION	AH	0	0.0300	527.1	1885.5	2974.2	229.5
fbch0	female	sx236	1.3725	IS	AH	0	0.0400	625.4	1914.8	3149.1	213.4
fbch0	female	sx236	1.5325	APPRECIATED	AH	0	0.0400	363.6	1774.2	2985.6	205.0
fbch0	female	sx236	1.7275	APPRECIATED	IY	1	0.0300	443.9	2204.3	2726.3	222.6
fbch0	female	sx236	1.9575	APPRECIATED	IY	0	0.0700	476.3	2488.9	3189.3	204.1
fbch0	female	sx236	2.0675	APPRECIATED	EY	2	0.1500	614.9	2264.9	3144.1	190.5
fbch0	female	sx236	2.2325	APPRECIATED	AH	0	0.1000	541.9	1937.8	3055.7	183.8
fbch0	female	sx326	0.5025	STEVE	IY	1	0.2200	541.2	2598.5	3201.0	261.1
fbch0	female	sx326	0.8625	COLLECTS	AH	0	0.0400	612.7	1079.3	3537.9	273.8
fbch0	female	sx326	1.0275	COLLECTS	EH	1	0.1300	839.0	1941.3	2900.3	215.0
fbch0	female	sx326	1.5975	RARE	EH	1	0.1900	676.7	2180.7	2606.9	230.0
fbch0	female	sx326	1.8775	AND	AE	1	0.1100	705.4	1971.4	3054.0	0.0
fbch0	female	sx326	2.1425	NOVEL	AA	1	0.1800	939.2	1456.2	2820.3	206.3
fbch0	female	sx326	2.3275	NOVEL	AH	0	0.0500	645.3	1034.7	3102.1	206.1
fbch0	female	sx326	2.6975	COINS	OY	1	0.2700	700.1	1387.4	3007.7	189.2
fbch0	female	sx416	1.0725	A	AH	0	0.1200	678.3	2114.0	3163.1	223.2
fbch0	female	sx416	1.4325	HUGE	UW	1	0.0800	670.3	2165.1	2969.0	272.5
fbch0	female	sx416	1.8375	POWER	AW	1	0.1900	792.5	1728.0	2587.0	229.1
fbch0	female	sx416	2.0075	POWER	ER	0	0.1500	685.9	1713.1	2139.5	224.9
fbch0	female	sx416	2.1925	OUTAGE	AW	1	0.2200	872.8	1779.3	2758.0	210.1
fbch0	female	sx416	2.3825	OUTAGE	AH	0	0.0800	558.0	2049.2	3015.3	203.3
fbch0	female	sx416	2.7375	RARELY	EH	1	0.0700	592.7	1967.7	2415.2	218.3
fbch0	female	sx416	2.9675	RARELY	IY	0	0.1100	526.7	2280.9	3004.5	200.8
fbch0	female	sx416	3.0425	OCCURS	AH	0	0.0400	502.4	1883.4	2677.6	212.5
fbch0	female	sx416	3.3275	OCCURS	ER	1	0.2700	644.7	1731.6	2147.2	182.0
fbch0	female	sx56	0.1675	ACADEMIC	AE	2	0.1300	837.5	1978.2	3028.3	199.7
fbch0	female	sx56	0.3425	ACADEMIC	AH	0	0.0600	480.4	1998.2	2761.8	241.8
fbch0	female	sx56	0.5325	ACADEMIC	EH	1	0.1400	903.2	1944.8	3037.8	223.8
fbch0	female	sx56	0.6825	ACADEMIC	IH	0	0.0400	639.2	2313.8	2987.9	220.9
fbch0	female	sx56	0.8525	APTITUDE	AE	1	0.2000	940.3	1922.0	2871.2	213.1
fbch0	female	sx56	1.0825	APTITUDE	AH	0	0.0400	983.8	2394.3	3632.3	196.7
fbch0	female	sx56	1.2425	APTITUDE	UW	2	0.0400	464.3	2341.9	2998.7	214.9
fbch0	female	sx56	1.5025	GUARANTEES	EH	2	0.0800	700.4	1840.1	2097.7	208.1
fbch0	female	sx56	1.6075	GUARANTEES	AH	0	0.0300	632.2	1860.3	2430.3	210.8
fbch0	female	sx56	1.8375	GUARANTEES	IY	1	0.1100	431.6	2475.0	3066.7	206.9
fbch0	female	sx56	2.0825	YOUR	UH	1	0.0400	587.5	1865.0	2102.0	191.4
fbch0	female	sx56	2.2375	DIPLOMA	AH	0	0.0500	591.7	1601.5	3001.5	187.6
fbch0	female	sx56	2.5125	DIPLOMA	OW	1	0.1800	750.6	1534.0	2936.6	190.6
fbch0	female	sx56	2.6775	DIPLOMA	AH	0	0.0900	742.3	1754.2	2807.8	173.8
fhxs0	female	sa1	0.3975	SHE	IY	1	0.1300	379.3	2839.0	3236.6	191.2
fhxs0	female	sa1	0.6775	HAD	AE	1	0.1700	909.6	2088.8	2714.3	204.7
fhxs0	female	sa1	0.9775	YOUR	UH	1	0.0300	516.9	1753.7	2759.4	150.9
fhxs0	female	sa1	1.2675	DARK	AA	1	0.1700	791.5	1270.2	2659.4	182.5
fhxs0	female	sa1	1.6925	SUIT	UW	1	0.2000	416.0	1649.0	2883.3	194.9
fhxs0	female	sa1	1.9375	IN	IH	1	0.0700	491.6	2268.6	3080.1	164.6
fhxs0	female	sa1	2.2425	GREASY	IY	1	0.0800	429.5	2640.9	3182.6	210.4
fhxs0	female	sa1	2.4575	GREASY	IY	0	0.1100	392.0	2599.2	2948.0	169.0
fhxs0	female	sa1	2.6825	WASH	AA	1	0.1600	838.9	1210.1	2547.2	159.2
fhxs0	female	sa1	3.0725	WATER	AO	1	0.1800	576.9	1013.8	2779.4	186.1
fhxs0	female	sa1	3.2625	WATER	ER	0	0.1400	596.0	1175.9	2428.1	135.8
fhxs0	female	sa1	3.4675	ALL	AO	1	0.2300	685.3	1700.3	3002.7	149.6
fhxs0	female	sa1	3.9525	YEAR	IH	1	0.0600	608.7	1855.9	2463.4	179.2
fhxs0	female	sa2	0.2425	DON'T	OW	1	0.1400	758.3	1229.3	3002.8	337.6
fhxs0	female	sa2	0.4325	ASK	AE	1	0.1400	782.2	2154.7	2863.4	173.8
fhxs0	female	sa2	0.7025	ME	IY	1	0.0600	460.8	2436.0	3092.1	157.5
fhxs0	female	sa2	0.7925	TO	IH	0	0.0600	497.4	2368.4	2939.5	136.3
fhxs0	female	sa2	1.0575	CARRY	AE	1	0.1500	947.1	1855.7	2785.4	164.1
fhxs0	female	sa2	1.2225	CARRY	IY	0	0.0800	530.0	2453.9	2980.4	140.4
fhxs0	female	sa2	1.2775	AN	AH	0	0.0300	492.6	1954.2	2936.9	130.8
fhxs0	female	sa2	1.4275	OILY	OY	1	0.1300	734.6	1341.9	2724.6	149.5
fhxs0	female	sa2	1.6325	OILY	IY	0	0.1200	432.6	1906.5	2768.6	146.2
fhxs0	female	sa2	1.8275	RAG	AE	1	0.2100	744.2	2121.2	2778.9	141.8
fhxs0	female	sa2	2.1075	LIKE	AY	1	0.1100	782.6	2098.2	2871.4	128.5
fhxs0	female	sa2	2.4175	THAT	AE	1	0.3100	928.8	2026.2	2762.5	157.1
fhxs0	female	si1075	0.2225	THERE	EH	1	0.1000	596.9	2069.6	2882.5	196.4
fhxs0	female	si1075	0.3775	WAS	AH	0	0.0300	523.2	1793.5	3002.9	174.7
fhxs0	female	si1075	0.5675	ALSO	AO	1	0.1700	601.5	1059.2	3119.1	188.2
fhxs0	female	si1075	0.9175	ALSO	OW	0	0.1900	606.0	989.3	3154.0	204.4
fhxs0	female	si1075	1.0375	A	AH	0	0.0500	665.9	1304.0	2942.6	172.3
fhxs0	female	si1075	1.2325	BOOMERANG	UW	1	0.1000	457.5	1051.2	3156.8	214.5
fhxs0	female	si1075	1.4075	BOOMERANG	ER	0	0.1100	539.6	1376.8	2265.6	202.6
fhxs0	female	si1075	1.4925	BOOMERANG	AE	2	0.0600	825.3	1956.5	2677.4	118.9
fhxs0	female	si1075	1.7975	ELABORATELY	AH	0	0.0300	674.6	2645.3	2955.5	126.9
fhxs0	female	si1075	2.0625	ELABORATELY	AE	1	0.4200	474.1	1542.4	3175.6	155.1
